State Code,District Code,Area Name,Total/ Rural/ Urban,Age-group,Number speaking second language (Persons),Number speaking second language (Males),Number speaking second language (Females),Number speaking third language (Persons) ,Number speaking third language (Males) ,Number speaking third language (Females)
23,00,MADHYA PRADESH,Rural,30-49,1386272,827794,558478,141642,105491,36151
23,00,MADHYA PRADESH,Rural,50-69,533058,313152,219906,38580,30533,8047
23,00,MADHYA PRADESH,Rural,70+,113494,62345,51149,6225,4662,1563
23,00,MADHYA PRADESH,Rural,Age not stated,3751,2122,1629,406,250,156
23,00,MADHYA PRADESH,Urban,Total,4479327,2480428,1998899,695215,391233,303982
23,00,MADHYA PRADESH,Urban,5-9,183423,96877,86546,12702,6604,6098
23,00,MADHYA PRADESH,Urban,10-14,383757,202489,181268,48976,25435,23541
23,00,MADHYA PRADESH,Urban,15-19,549587,289233,260354,85922,43828,42094
23,00,MADHYA PRADESH,Urban,20-24,605218,320636,284582,91793,47527,44266
23,00,MADHYA PRADESH,Urban,25-29,503039,267021,236018,76700,40043,36657
23,00,MADHYA PRADESH,Urban,30-49,1456648,817709,638939,236286,133701,102585
23,00,MADHYA PRADESH,Urban,50-69,651416,399371,252045,117391,76253,41138
23,00,MADHYA PRADESH,Urban,70+,138447,82866,55581,24375,17222,7153
23,00,MADHYA PRADESH,Urban,Age not stated,7792,4226,3566,1070,620,450
24,00,GUJARAT,Total,Total,25892341,15059742,10832599,8570571,5181262,3389309
24,00,GUJARAT,Total,5-9,763581,414513,349068,121026,67749,53277
24,00,GUJARAT,Total,10-14,3095887,1685171,1410716,756301,421529,334772
24,00,GUJARAT,Total,15-19,3808223,2129707,1678516,1406994,812093,594901
24,00,GUJARAT,Total,20-24,3529269,1992135,1537134,1343442,775098,568344
24,00,GUJARAT,Total,25-29,3069070,1764955,1304115,1101469,648985,452484
24,00,GUJARAT,Total,30-49,8118910,4860205,3258705,2678170,1661042,1017128
24,00,GUJARAT,Total,50-69,2922233,1859333,1062900,980172,670719,309453
24,00,GUJARAT,Total,70+,479035,293302,185733,149279,104271,45008
24,00,GUJARAT,Total,Age not stated,106133,60421,45712,33718,19776,13942
24,00,GUJARAT,Rural,Total,11448340,6972590,4475750,3031288,1968947,1062341
24,00,GUJARAT,Rural,5-9,262773,138401,124372,20789,11452,9337
24,00,GUJARAT,Rural,10-14,1718150,925688,792462,362765,202040,160725
24,00,GUJARAT,Rural,15-19,2054517,1155696,898821,661401,393537,267864
24,00,GUJARAT,Rural,20-24,1689524,987924,701600,544812,335527,209285
24,00,GUJARAT,Rural,25-29,1338125,824181,513944,393913,258521,135392
24,00,GUJARAT,Rural,30-49,3244501,2133431,1111070,805891,574826,231065
24,00,GUJARAT,Rural,50-69,963268,690272,272996,207145,167218,39927
24,00,GUJARAT,Rural,70+,139459,94504,44955,25016,19736,5280
24,00,GUJARAT,Rural,Age not stated,38023,22493,15530,9556,6090,3466
24,00,GUJARAT,Urban,Total,14444001,8087152,6356849,5539283,3212315,2326968
24,00,GUJARAT,Urban,5-9,500808,276112,224696,100237,56297,43940
24,00,GUJARAT,Urban,10-14,1377737,759483,618254,393536,219489,174047
24,00,GUJARAT,Urban,15-19,1753706,974011,779695,745593,418556,327037
24,00,GUJARAT,Urban,20-24,1839745,1004211,835534,798630,439571,359059
24,00,GUJARAT,Urban,25-29,1730945,940774,790171,707556,390464,317092
24,00,GUJARAT,Urban,30-49,4874409,2726774,2147635,1872279,1086216,786063
24,00,GUJARAT,Urban,50-69,1958965,1169061,789904,773027,503501,269526
24,00,GUJARAT,Urban,70+,339576,198798,140778,124263,84535,39728
24,00,GUJARAT,Urban,Age not stated,68110,37928,30182,24162,13686,10476
25,00,DAMAN & DIU,Total,Total,116629,71260,45369,34602,21856,12746
25,00,DAMAN & DIU,Total,5-9,4216,2273,1943,850,477,373
25,00,DAMAN & DIU,Total,10-14,10349,5450,4899,2785,1487,1298
25,00,DAMAN & DIU,Total,15-19,14632,8506,6126,4741,2648,2093
25,00,DAMAN & DIU,Total,20-24,19145,12368,6777,5394,3391,2003
25,00,DAMAN & DIU,Total,25-29,17524,10886,6638,5132,3249,1883
25,00,DAMAN & DIU,Total,30-49,39580,24796,14784,12143,8169,3974
25,00,DAMAN & DIU,Total,50-69,9531,6013,3518,3057,2096,961
25,00,DAMAN & DIU,Total,70+,1523,887,636,478,325,153
25,00,DAMAN & DIU,Total,Age not stated,129,81,48,22,14,8
25,00,DAMAN & DIU,Rural,Total,28799,16788,12011,7809,4991,2818
25,00,DAMAN & DIU,Rural,5-9,786,399,387,97,57,40
25,00,DAMAN & DIU,Rural,10-14,3644,1873,1771,655,369,286
25,00,DAMAN & DIU,Rural,15-19,4928,2619,2309,1610,875,735
25,00,DAMAN & DIU,Rural,20-24,4704,2685,2019,1470,902,568
25,00,DAMAN & DIU,Rural,25-29,3807,2187,1620,1118,715,403
25,00,DAMAN & DIU,Rural,30-49,8652,5488,3164,2370,1691,679
25,00,DAMAN & DIU,Rural,50-69,1988,1375,613,432,347,85
25,00,DAMAN & DIU,Rural,70+,248,140,108,48,29,19
25,00,DAMAN & DIU,Rural,Age not stated,42,22,20,9,6,3
25,00,DAMAN & DIU,Urban,Total,87830,54472,33358,26793,16865,9928
25,00,DAMAN & DIU,Urban,5-9,3430,1874,1556,753,420,333
25,00,DAMAN & DIU,Urban,10-14,6705,3577,3128,2130,1118,1012
25,00,DAMAN & DIU,Urban,15-19,9704,5887,3817,3131,1773,1358
25,00,DAMAN & DIU,Urban,20-24,14441,9683,4758,3924,2489,1435
25,00,DAMAN & DIU,Urban,25-29,13717,8699,5018,4014,2534,1480
25,00,DAMAN & DIU,Urban,30-49,30928,19308,11620,9773,6478,3295
25,00,DAMAN & DIU,Urban,50-69,7543,4638,2905,2625,1749,876
25,00,DAMAN & DIU,Urban,70+,1275,747,528,430,296,134
25,00,DAMAN & DIU,Urban,Age not stated,87,59,28,13,8,5
26,00,DADRA & NAGAR HAVELI,Total,Total,198983,113211,85772,71516,44256,27260
26,00,DADRA & NAGAR HAVELI,Total,5-9,16291,8548,7743,2808,1483,1325
26,00,DADRA & NAGAR HAVELI,Total,10-14,27389,14470,12919,11167,6062,5105
26,00,DADRA & NAGAR HAVELI,Total,15-19,23680,13249,10431,11199,6498,4701
26,00,DADRA & NAGAR HAVELI,Total,20-24,27492,15893,11599,10523,6328,4195
26,00,DADRA & NAGAR HAVELI,Total,25-29,25451,14684,10767,9238,5771,3467
26,00,DADRA & NAGAR HAVELI,Total,30-49,59701,35586,24115,21595,14626,6969
26,00,DADRA & NAGAR HAVELI,Total,50-69,16591,9580,7011,4495,3191,1304
26,00,DADRA & NAGAR HAVELI,Total,70+,2208,1104,1104,443,272,171
26,00,DADRA & NAGAR HAVELI,Total,Age not stated,180,97,83,48,25,23
26,00,DADRA & NAGAR HAVELI,Rural,Total,110332,61309,49023,39658,24897,14761
26,00,DADRA & NAGAR HAVELI,Rural,5-9,10879,5590,5289,1335,677,658
26,00,DADRA & NAGAR HAVELI,Rural,10-14,18757,9823,8934,7969,4288,3681
26,00,DADRA & NAGAR HAVELI,Rural,15-19,14765,8094,6671,7697,4526,3171
26,00,DADRA & NAGAR HAVELI,Rural,20-24,14874,8512,6362,6404,4018,2386
26,00,DADRA & NAGAR HAVELI,Rural,25-29,12107,7079,5028,4701,3172,1529
26,00,DADRA & NAGAR HAVELI,Rural,30-49,28127,16199,11928,9273,6583,2690
26,00,DADRA & NAGAR HAVELI,Rural,50-69,9520,5395,4125,2073,1518,555
26,00,DADRA & NAGAR HAVELI,Rural,70+,1208,562,646,180,103,77
26,00,DADRA & NAGAR HAVELI,Rural,Age not stated,95,55,40,26,12,14
26,00,DADRA & NAGAR HAVELI,Urban,Total,88651,51902,36749,31858,19359,12499
26,00,DADRA & NAGAR HAVELI,Urban,5-9,5412,2958,2454,1473,806,667
26,00,DADRA & NAGAR HAVELI,Urban,10-14,8632,4647,3985,3198,1774,1424
26,00,DADRA & NAGAR HAVELI,Urban,15-19,8915,5155,3760,3502,1972,1530
26,00,DADRA & NAGAR HAVELI,Urban,20-24,12618,7381,5237,4119,2310,1809
26,00,DADRA & NAGAR HAVELI,Urban,25-29,13344,7605,5739,4537,2599,1938
26,00,DADRA & NAGAR HAVELI,Urban,30-49,31574,19387,12187,12322,8043,4279
26,00,DADRA & NAGAR HAVELI,Urban,50-69,7071,4185,2886,2422,1673,749
26,00,DADRA & NAGAR HAVELI,Urban,70+,1000,542,458,263,169,94
26,00,DADRA & NAGAR HAVELI,Urban,Age not stated,85,42,43,22,13,9
27,00,MAHARASHTRA,Total,Total,57419861,32034959,25384902,19724729,11455478,8269251
27,00,MAHARASHTRA,Total,5-9,2268786,1199230,1069556,427001,227799,199202
27,00,MAHARASHTRA,Total,10-14,5678007,2997765,2680242,1531016,810747,720269
27,00,MAHARASHTRA,Total,15-19,7368786,3968747,3400039,2785964,1494641,1291323
27,00,MAHARASHTRA,Total,20-24,7613327,4139396,3473931,3002122,1667890,1334232
27,00,MAHARASHTRA,Total,25-29,6807080,3724387,3082693,2556589,1449460,1107129
27,00,MAHARASHTRA,Total,30-49,18312138,10475213,7836925,6333288,3825044,2508244
27,00,MAHARASHTRA,Total,50-69,7571166,4498858,3072308,2527182,1626889,900293
27,00,MAHARASHTRA,Total,70+,1599941,918600,681341,495480,314559,180921
27,00,MAHARASHTRA,Total,Age not stated,200630,112763,87867,66087,38449,27638
27,00,MAHARASHTRA,Rural,Total,24378668,14180104,10198564,6072975,3791321,2281654
27,00,MAHARASHTRA,Rural,5-9,872457,460150,412307,85637,46050,39587
27,00,MAHARASHTRA,Rural,10-14,2725904,1439157,1286747,550208,292798,257410
27,00,MAHARASHTRA,Rural,15-19,3780271,2065870,1714401,1188201,657582,530619
27,00,MAHARASHTRA,Rural,20-24,3530969,1987056,1543913,1134047,678282,455765
27,00,MAHARASHTRA,Rural,25-29,2890207,1659293,1230914,825250,516294,308956
27,00,MAHARASHTRA,Rural,30-49,7142231,4385825,2756406,1674183,1149478,524705
27,00,MAHARASHTRA,Rural,50-69,2755631,1763900,991731,506587,375191,131396
27,00,MAHARASHTRA,Rural,70+,603996,373958,230038,90968,64481,26487
27,00,MAHARASHTRA,Rural,Age not stated,77002,44895,32107,17894,11165,6729
27,00,MAHARASHTRA,Urban,Total,33041193,17854855,15186338,13651754,7664157,5987597
27,00,MAHARASHTRA,Urban,5-9,1396329,739080,657249,341364,181749,159615
27,00,MAHARASHTRA,Urban,10-14,2952103,1558608,1393495,980808,517949,462859
27,00,MAHARASHTRA,Urban,15-19,3588515,1902877,1685638,1597763,837059,760704
27,00,MAHARASHTRA,Urban,20-24,4082358,2152340,1930018,1868075,989608,878467
27,00,MAHARASHTRA,Urban,25-29,3916873,2065094,1851779,1731339,933166,798173
27,00,MAHARASHTRA,Urban,30-49,11169907,6089388,5080519,4659105,2675566,1983539
27,00,MAHARASHTRA,Urban,50-69,4815535,2734958,2080577,2020595,1251698,768897
27,00,MAHARASHTRA,Urban,70+,995945,544642,451303,404512,250078,154434
27,00,MAHARASHTRA,Urban,Age not stated,123628,67868,55760,48193,27284,20909
28,00,ANDHRA PRADESH,Total,Total,21583334,12193992,9389342,6344376,3836382,2507994
28,00,ANDHRA PRADESH,Total,5-9,985843,509669,476174,115782,60417,55365
28,00,ANDHRA PRADESH,Total,10-14,2212518,1140322,1072196,565173,287163,278010
28,00,ANDHRA PRADESH,Total,15-19,3138190,1650679,1487511,1050652,554499,496153
28,00,ANDHRA PRADESH,Total,20-24,3085492,1671803,1413689,1038315,583144,455171
28,00,ANDHRA PRADESH,Total,25-29,2591841,1447501,1144340,838481,498114,340367
28,00,ANDHRA PRADESH,Total,30-49,6368580,3837106,2531474,1887033,1246429,640604
28,00,ANDHRA PRADESH,Total,50-69,2483489,1517849,965640,664191,481875,182316
28,00,ANDHRA PRADESH,Total,70+,494506,295283,199223,113967,83106,30861
28,00,ANDHRA PRADESH,Total,Age not stated,222875,123780,99095,70782,41635,29147
28,00,ANDHRA PRADESH,Rural,Total,10862432,6180282,4682150,2361512,1475239,886273
28,00,ANDHRA PRADESH,Rural,5-9,550681,284707,265974,31000,16420,14580
28,00,ANDHRA PRADESH,Rural,10-14,1258989,652393,606596,271257,138864,132393
28,00,ANDHRA PRADESH,Rural,15-19,1768112,953906,814206,528154,287382,240772
28,00,ANDHRA PRADESH,Rural,20-24,1629927,928795,701132,457619,278555,179064
28,00,ANDHRA PRADESH,Rural,25-29,1274158,742051,532107,314178,205362,108816
28,00,ANDHRA PRADESH,Rural,30-49,2897031,1764209,1132822,557059,399263,157796
28,00,ANDHRA PRADESH,Rural,50-69,1146753,662376,484377,153434,115437,37997
28,00,ANDHRA PRADESH,Rural,70+,249983,142829,107154,28809,21487,7322
28,00,ANDHRA PRADESH,Rural,Age not stated,86798,49016,37782,20002,12469,7533
28,00,ANDHRA PRADESH,Urban,Total,10720902,6013710,4707192,3982864,2361143,1621721
28,00,ANDHRA PRADESH,Urban,5-9,435162,224962,210200,84782,43997,40785
28,00,ANDHRA PRADESH,Urban,10-14,953529,487929,465600,293916,148299,145617
28,00,ANDHRA PRADESH,Urban,15-19,1370078,696773,673305,522498,267117,255381
28,00,ANDHRA PRADESH,Urban,20-24,1455565,743008,712557,580696,304589,276107
28,00,ANDHRA PRADESH,Urban,25-29,1317683,705450,612233,524303,292752,231551
28,00,ANDHRA PRADESH,Urban,30-49,3471549,2072897,1398652,1329974,847166,482808
28,00,ANDHRA PRADESH,Urban,50-69,1336736,855473,481263,510757,366438,144319
28,00,ANDHRA PRADESH,Urban,70+,244523,152454,92069,85158,61619,23539
28,00,ANDHRA PRADESH,Urban,Age not stated,136077,74764,61313,50780,29166,21614
29,00,KARNATAKA,Total,Total,24252594,13032885,11219709,7832129,4519095,3313034
29,00,KARNATAKA,Total,5-9,1306324,671726,634598,206401,106584,99817
29,00,KARNATAKA,Total,10-14,2309408,1190806,1118602,582959,299680,283279
29,00,KARNATAKA,Total,15-19,2783894,1450466,1333428,930411,482025,448386
29,00,KARNATAKA,Total,20-24,2999775,1583762,1416013,1063860,574968,488892
29,00,KARNATAKA,Total,25-29,2814269,1482949,1331320,1000446,558250,442196
29,00,KARNATAKA,Total,30-49,7720222,4273343,3446879,2667185,1613216,1053969
29,00,KARNATAKA,Total,50-69,3500733,1943074,1557659,1152408,738377,414031
29,00,KARNATAKA,Total,70+,802663,428116,374547,224335,143605,80730
29,00,KARNATAKA,Total,Age not stated,15306,8643,6663,4124,2390,1734
29,00,KARNATAKA,Rural,Total,10742452,5798397,4944055,2048187,1236259,811928
29,00,KARNATAKA,Rural,5-9,620675,318937,301738,42366,22007,20359
29,00,KARNATAKA,Rural,10-14,1121929,581298,540631,173946,90619,83327
29,00,KARNATAKA,Rural,15-19,1359768,723122,636646,322466,173699,148767
29,00,KARNATAKA,Rural,20-24,1326504,720269,606235,320275,184695,135580
29,00,KARNATAKA,Rural,25-29,1160516,625636,534880,253381,153725,99656
29,00,KARNATAKA,Rural,30-49,3216734,1781571,1435163,625881,404663,221218
29,00,KARNATAKA,Rural,50-69,1540862,839700,701162,255619,171323,84296
29,00,KARNATAKA,Rural,70+,388952,204207,184745,53293,34937,18356
29,00,KARNATAKA,Rural,Age not stated,6512,3657,2855,960,591,369
29,00,KARNATAKA,Urban,Total,13510142,7234488,6275654,5783942,3282836,2501106
29,00,KARNATAKA,Urban,5-9,685649,352789,332860,164035,84577,79458
29,00,KARNATAKA,Urban,10-14,1187479,609508,577971,409013,209061,199952
29,00,KARNATAKA,Urban,15-19,1424126,727344,696782,607945,308326,299619
29,00,KARNATAKA,Urban,20-24,1673271,863493,809778,743585,390273,353312
29,00,KARNATAKA,Urban,25-29,1653753,857313,796440,747065,404525,342540
29,00,KARNATAKA,Urban,30-49,4503488,2491772,2011716,2041304,1208553,832751
29,00,KARNATAKA,Urban,50-69,1959871,1103374,856497,896789,567054,329735
29,00,KARNATAKA,Urban,70+,413711,223909,189802,171042,108668,62374
29,00,KARNATAKA,Urban,Age not stated,8794,4986,3808,3164,1799,1365
30,00,GOA,Total,Total,1126152,587384,538768,741249,395322,345927
30,00,GOA,Total,5-9,55389,28471,26918,19717,10207,9510
30,00,GOA,Total,10-14,98902,51045,47857,60922,31258,29664
30,00,GOA,Total,15-19,104640,54476,50164,77536,39797,37739
30,00,GOA,Total,20-24,116280,61865,54415,81507,42338,39169
30,00,GOA,Total,25-29,118210,60127,58083,82875,42046,40829
30,00,GOA,Total,30-49,403282,208533,194749,280213,148773,131440
30,00,GOA,Total,50-69,189376,102282,87094,117897,69045,48852
30,00,GOA,Total,70+,38742,19887,18855,19902,11490,8412
30,00,GOA,Total,Age not stated,1331,698,633,680,368,312
30,00,GOA,Rural,Total,412842,215406,197436,261781,141675,120106
30,00,GOA,Rural,5-9,19433,9853,9580,5353,2697,2656
30,00,GOA,Rural,10-14,37137,18941,18196,21850,11138,10712
30,00,GOA,Rural,15-19,39408,20277,19131,29838,15245,14593
30,00,GOA,Rural,20-24,42864,22040,20824,31127,15863,15264
30,00,GOA,Rural,25-29,45126,22834,22292,32179,16485,15694
30,00,GOA,Rural,30-49,149332,78053,71279,100396,55164,45232
30,00,GOA,Rural,50-69,65912,36260,29652,35334,21731,13603
30,00,GOA,Rural,70+,13020,6810,6210,5420,3184,2236
30,00,GOA,Rural,Age not stated,610,338,272,284,168,116
30,00,GOA,Urban,Total,713310,371978,341332,479468,253647,225821
30,00,GOA,Urban,5-9,35956,18618,17338,14364,7510,6854
30,00,GOA,Urban,10-14,61765,32104,29661,39072,20120,18952
30,00,GOA,Urban,15-19,65232,34199,31033,47698,24552,23146
30,00,GOA,Urban,20-24,73416,39825,33591,50380,26475,23905
30,00,GOA,Urban,25-29,73084,37293,35791,50696,25561,25135
30,00,GOA,Urban,30-49,253950,130480,123470,179817,93609,86208
30,00,GOA,Urban,50-69,123464,66022,57442,82563,47314,35249
30,00,GOA,Urban,70+,25722,13077,12645,14482,8306,6176
30,00,GOA,Urban,Age not stated,721,360,361,396,200,196
31,00,LAKSHADWEEP,Total,Total,18553,11338,7215,9981,6435,3546
31,00,LAKSHADWEEP,Total,5-9,153,85,68,43,24,19
31,00,LAKSHADWEEP,Total,10-14,938,425,513,413,200,213
31,00,LAKSHADWEEP,Total,15-19,2255,1092,1163,1251,608,643
31,00,LAKSHADWEEP,Total,20-24,2684,1413,1271,1515,806,709
31,00,LAKSHADWEEP,Total,25-29,2633,1490,1143,1456,837,619
31,00,LAKSHADWEEP,Total,30-49,6864,4426,2438,3706,2603,1103
31,00,LAKSHADWEEP,Total,50-69,2761,2187,574,1512,1298,214
31,00,LAKSHADWEEP,Total,70+,252,215,37,74,55,19
31,00,LAKSHADWEEP,Total,Age not stated,13,5,8,11,4,7
31,00,LAKSHADWEEP,Rural,Total,3507,2088,1419,2007,1213,794
31,00,LAKSHADWEEP,Rural,5-9,30,15,15,23,12,11
31,00,LAKSHADWEEP,Rural,10-14,123,50,73,62,24,38
31,00,LAKSHADWEEP,Rural,15-19,440,172,268,243,98,145
31,00,LAKSHADWEEP,Rural,20-24,590,302,288,336,169,167
31,00,LAKSHADWEEP,Rural,25-29,524,292,232,303,167,136
31,00,LAKSHADWEEP,Rural,30-49,1289,863,426,740,509,231
31,00,LAKSHADWEEP,Rural,50-69,475,371,104,278,221,57
31,00,LAKSHADWEEP,Rural,70+,34,22,12,21,12,9
31,00,LAKSHADWEEP,Rural,Age not stated,2,1,1,1,1,0
31,00,LAKSHADWEEP,Urban,Total,15046,9250,5796,7974,5222,2752
31,00,LAKSHADWEEP,Urban,5-9,123,70,53,20,12,8
31,00,LAKSHADWEEP,Urban,10-14,815,375,440,351,176,175
31,00,LAKSHADWEEP,Urban,15-19,1815,920,895,1008,510,498
31,00,LAKSHADWEEP,Urban,20-24,2094,1111,983,1179,637,542
31,00,LAKSHADWEEP,Urban,25-29,2109,1198,911,1153,670,483
31,00,LAKSHADWEEP,Urban,30-49,5575,3563,2012,2966,2094,872
31,00,LAKSHADWEEP,Urban,50-69,2286,1816,470,1234,1077,157
31,00,LAKSHADWEEP,Urban,70+,218,193,25,53,43,10
31,00,LAKSHADWEEP,Urban,Age not stated,11,4,7,10,3,7
32,00,KERALA,Total,Total,8163387,4293120,3870267,3188813,1734057,1454756
32,00,KERALA,Total,5-9,124384,62705,61679,21734,10913,10821
32,00,KERALA,Total,10-14,487556,239994,247562,164088,78390,85698
32,00,KERALA,Total,15-19,984467,479873,504594,394355,187751,206604
32,00,KERALA,Total,20-24,1136808,549608,587200,451745,217414,234331
32,00,KERALA,Total,25-29,920299,433918,486381,365227,176347,188880
32,00,KERALA,Total,30-49,2831951,1477358,1354593,1089354,591318,498036
32,00,KERALA,Total,50-69,1405103,876076,529027,595956,395989,199967
32,00,KERALA,Total,70+,266789,170389,96400,104238,74815,29423
32,00,KERALA,Total,Age not stated,6030,3199,2831,2116,1120,996
32,00,KERALA,Rural,Total,3813471,2013584,1799887,1360343,742683,617660
32,00,KERALA,Rural,5-9,55439,27953,27486,8201,4089,4112
32,00,KERALA,Rural,10-14,230876,112481,118395,73213,34400,38813
32,00,KERALA,Rural,15-19,482727,235551,247176,181418,86526,94892
32,00,KERALA,Rural,20-24,553702,269891,283811,204253,99069,105184
32,00,KERALA,Rural,25-29,449068,213666,235402,163420,79621,83799
32,00,KERALA,Rural,30-49,1330424,702998,627426,462231,255478,206753
32,00,KERALA,Rural,50-69,600789,379126,221663,228828,155085,73743
32,00,KERALA,Rural,70+,107761,70426,37335,37870,27911,9959
32,00,KERALA,Rural,Age not stated,2685,1492,1193,909,504,405
32,00,KERALA,Urban,Total,4349916,2279536,2070380,1828470,991374,837096
32,00,KERALA,Urban,5-9,68945,34752,34193,13533,6824,6709
32,00,KERALA,Urban,10-14,256680,127513,129167,90875,43990,46885
32,00,KERALA,Urban,15-19,501740,244322,257418,212937,101225,111712
32,00,KERALA,Urban,20-24,583106,279717,303389,247492,118345,129147
32,00,KERALA,Urban,25-29,471231,220252,250979,201807,96726,105081
32,00,KERALA,Urban,30-49,1501527,774360,727167,627123,335840,291283
32,00,KERALA,Urban,50-69,804314,496950,307364,367128,240904,126224
32,00,KERALA,Urban,70+,159028,99963,59065,66368,46904,19464
32,00,KERALA,Urban,Age not stated,3345,1707,1638,1207,616,591
33,00,TAMIL NADU,Total,Total,20416270,11000921,9415349,2447163,1410192,1036971
33,00,TAMIL NADU,Total,5-9,793890,405408,388482,71336,36174,35162
33,00,TAMIL NADU,Total,10-14,1807126,922718,884408,184305,92689,91616
33,00,TAMIL NADU,Total,15-19,2641312,1351597,1289715,265081,135501,129580
33,00,TAMIL NADU,Total,20-24,2680610,1355183,1325427,294227,151825,142402
33,00,TAMIL NADU,Total,25-29,2425727,1245556,1180171,286720,155804,130916
33,00,TAMIL NADU,Total,30-49,6492876,3614974,2877902,856022,511568,344454
33,00,TAMIL NADU,Total,50-69,2937213,1734604,1202609,405142,268595,136547
33,00,TAMIL NADU,Total,70+,623776,363306,260470,83084,57299,25785
33,00,TAMIL NADU,Total,Age not stated,13740,7575,6165,1246,737,509
33,00,TAMIL NADU,Rural,Total,8090417,4442859,3647558,568669,344518,224151
33,00,TAMIL NADU,Rural,5-9,324666,166729,157937,16935,8763,8172
33,00,TAMIL NADU,Rural,10-14,817200,420675,396525,49092,25170,23922
33,00,TAMIL NADU,Rural,15-19,1258075,657702,600373,79946,42902,37044
33,00,TAMIL NADU,Rural,20-24,1173036,612644,560392,81902,45244,36658
33,00,TAMIL NADU,Rural,25-29,983963,527759,456204,71717,42961,28756
33,00,TAMIL NADU,Rural,30-49,2324877,1343087,981790,180326,117519,62807
33,00,TAMIL NADU,Rural,50-69,986770,585385,401385,73774,51504,22270
33,00,TAMIL NADU,Rural,70+,215696,125477,90219,14604,10241,4363
33,00,TAMIL NADU,Rural,Age not stated,6134,3401,2733,373,214,159
33,00,TAMIL NADU,Urban,Total,12325853,6558062,5767791,1878494,1065674,812820
33,00,TAMIL NADU,Urban,5-9,469224,238679,230545,54401,27411,26990
33,00,TAMIL NADU,Urban,10-14,989926,502043,487883,135213,67519,67694
33,00,TAMIL NADU,Urban,15-19,1383237,693895,689342,185135,92599,92536
33,00,TAMIL NADU,Urban,20-24,1507574,742539,765035,212325,106581,105744
33,00,TAMIL NADU,Urban,25-29,1441764,717797,723967,215003,112843,102160
33,00,TAMIL NADU,Urban,30-49,4167999,2271887,1896112,675696,394049,281647
33,00,TAMIL NADU,Urban,50-69,1950443,1149219,801224,331368,217091,114277
33,00,TAMIL NADU,Urban,70+,408080,237829,170251,68480,47058,21422
33,00,TAMIL NADU,Urban,Age not stated,7606,4174,3432,873,523,350
34,00,PUDUCHERRY,Total,Total,392292,213582,178710,71665,40809,30856
34,00,PUDUCHERRY,Total,5-9,11110,5672,5438,1399,717,682
34,00,PUDUCHERRY,Total,10-14,32650,16569,16081,4771,2384,2387
34,00,PUDUCHERRY,Total,15-19,51352,25860,25492,7431,3778,3653
34,00,PUDUCHERRY,Total,20-24,55138,26720,28418,8545,4096,4449
34,00,PUDUCHERRY,Total,25-29,50313,24640,25673,7998,4034,3964
34,00,PUDUCHERRY,Total,30-49,132479,75664,56815,26378,15233,11145
34,00,PUDUCHERRY,Total,50-69,49808,32478,17330,12478,8628,3850
34,00,PUDUCHERRY,Total,70+,9184,5824,3360,2612,1911,701
34,00,PUDUCHERRY,Total,Age not stated,258,155,103,53,28,25
34,00,PUDUCHERRY,Rural,Total,80981,45383,35598,5029,3145,1884
34,00,PUDUCHERRY,Rural,5-9,2130,1110,1020,124,71,53
34,00,PUDUCHERRY,Rural,10-14,7634,3851,3783,531,241,290
34,00,PUDUCHERRY,Rural,15-19,13448,6758,6690,511,259,252
34,00,PUDUCHERRY,Rural,20-24,14216,7017,7199,599,294,305
34,00,PUDUCHERRY,Rural,25-29,12049,6284,5765,672,392,280
34,00,PUDUCHERRY,Rural,30-49,23767,14977,8790,1776,1228,548
34,00,PUDUCHERRY,Rural,50-69,6547,4605,1942,685,547,138
34,00,PUDUCHERRY,Rural,70+,1085,718,367,129,112,17
34,00,PUDUCHERRY,Rural,Age not stated,105,63,42,2,1,1
34,00,PUDUCHERRY,Urban,Total,311311,168199,143112,66636,37664,28972
34,00,PUDUCHERRY,Urban,5-9,8980,4562,4418,1275,646,629
34,00,PUDUCHERRY,Urban,10-14,25016,12718,12298,4240,2143,2097
34,00,PUDUCHERRY,Urban,15-19,37904,19102,18802,6920,3519,3401
34,00,PUDUCHERRY,Urban,20-24,40922,19703,21219,7946,3802,4144
34,00,PUDUCHERRY,Urban,25-29,38264,18356,19908,7326,3642,3684
34,00,PUDUCHERRY,Urban,30-49,108712,60687,48025,24602,14005,10597
34,00,PUDUCHERRY,Urban,50-69,43261,27873,15388,11793,8081,3712
34,00,PUDUCHERRY,Urban,70+,8099,5106,2993,2483,1799,684
34,00,PUDUCHERRY,Urban,Age not stated,153,92,61,51,27,24
35,00,ANDAMAN & NICOBAR ISLANDS,Total,Total,257425,142378,115047,72708,41846,30862
35,00,ANDAMAN & NICOBAR ISLANDS,Total,5-9,14096,7110,6986,1958,983,975
35,00,ANDAMAN & NICOBAR ISLANDS,Total,10-14,25476,12995,12481,6651,3331,3320
35,00,ANDAMAN & NICOBAR ISLANDS,Total,15-19,26857,14005,12852,9494,4785,4709
35,00,ANDAMAN & NICOBAR ISLANDS,Total,20-24,29179,15535,13644,9171,4827,4344
35,00,ANDAMAN & NICOBAR ISLANDS,Total,25-29,32609,17622,14987,9716,5320,4396
35,00,ANDAMAN & NICOBAR ISLANDS,Total,30-49,91903,51816,40087,27080,16469,10611
35,00,ANDAMAN & NICOBAR ISLANDS,Total,50-69,32357,20054,12303,7803,5517,2286
