Table name,State Code,District Code,Sub-District Code,Area name,Mother tongue code,Mother tongue name,Total Persons,Total Males,Total Females,Rural Persons,Rural Males,Rural Females,Urban Persons,Urban Males,Urban Females
C0116,28,000,00000,ANDHRA PRADESH,007041, Prakritha/Prakritha Bhasha,19,11,8,0,0,0,19,11,8
C0116,28,000,00000,ANDHRA PRADESH,007999,7 Others,471,236,235,265,129,136,206,107,99
C0116,28,000,00000,ANDHRA PRADESH,008000,8 KASHMIRI ,576,352,224,27,17,10,549,335,214
C0116,28,000,00000,ANDHRA PRADESH,008005, Kashmiri,567,345,222,27,17,10,540,328,212
C0116,28,000,00000,ANDHRA PRADESH,008010, Kishtwari,2,1,1,0,0,0,2,1,1
C0116,28,000,00000,ANDHRA PRADESH,008019, Dardi,7,6,1,0,0,0,7,6,1
C0116,28,000,00000,ANDHRA PRADESH,009000,9 KONKANI,2729,1274,1455,155,58,97,2574,1216,1358
C0116,28,000,00000,ANDHRA PRADESH,009011, Konkani,2650,1234,1416,124,46,78,2526,1188,1338
C0116,28,000,00000,ANDHRA PRADESH,009013, Kudubi/Kudumbi,7,3,4,0,0,0,7,3,4
C0116,28,000,00000,ANDHRA PRADESH,009016, Malwani,2,1,1,0,0,0,2,1,1
C0116,28,000,00000,ANDHRA PRADESH,009028, Gorboli/Goru/Gorwani,46,23,23,21,8,13,25,15,10
C0116,28,000,00000,ANDHRA PRADESH,009999,9 Others,24,13,11,10,4,6,14,9,5
C0116,28,000,00000,ANDHRA PRADESH,010000,10 MAITHILI ,2827,1532,1295,1642,857,785,1185,675,510
C0116,28,000,00000,ANDHRA PRADESH,010008, Maithili,2817,1526,1291,1638,855,783,1179,671,508
C0116,28,000,00000,ANDHRA PRADESH,010013, Thati,10,6,4,4,2,2,6,4,2
C0116,28,000,00000,ANDHRA PRADESH,011000,11 MALAYALAM,61147,29666,31481,8407,3829,4578,52740,25837,26903
C0116,28,000,00000,ANDHRA PRADESH,011016, Malayalam,61108,29648,31460,8378,3814,4564,52730,25834,26896
C0116,28,000,00000,ANDHRA PRADESH,011026, Yerava,14,6,8,10,4,6,4,2,2
C0116,28,000,00000,ANDHRA PRADESH,011999,11 Others,25,12,13,19,11,8,6,1,5
C0116,28,000,00000,ANDHRA PRADESH,012000,12 MANIPURI ,1356,698,658,241,165,76,1115,533,582
C0116,28,000,00000,ANDHRA PRADESH,012003, Manipuri,1356,698,658,241,165,76,1115,533,582
C0116,28,000,00000,ANDHRA PRADESH,013000,13 MARATHI ,674928,341066,333862,434526,218275,216251,240402,122791,117611
C0116,28,000,00000,ANDHRA PRADESH,013004, Are,3526,1747,1779,3443,1703,1740,83,44,39
C0116,28,000,00000,ANDHRA PRADESH,013060, Koli,12,5,7,7,3,4,5,2,3
C0116,28,000,00000,ANDHRA PRADESH,013071, Marathi,670048,338659,331389,430360,216225,214135,239688,122434,117254
C0116,28,000,00000,ANDHRA PRADESH,013999,13 Others,1342,655,687,716,344,372,626,311,315
C0116,28,000,00000,ANDHRA PRADESH,014000,14 NEPALI ,11551,6695,4856,2485,1497,988,9066,5198,3868
C0116,28,000,00000,ANDHRA PRADESH,014011, Nepali,11546,6694,4852,2482,1496,986,9064,5198,3866
C0116,28,000,00000,ANDHRA PRADESH,014999,14 Others,5,1,4,3,1,2,2,0,2
C0116,28,000,00000,ANDHRA PRADESH,015000,15 ODIA ,361471,183661,177810,263632,131557,132075,97839,52104,45735
C0116,28,000,00000,ANDHRA PRADESH,015006, Bhatri,12,7,5,0,0,0,12,7,5
C0116,28,000,00000,ANDHRA PRADESH,015014, Desia,1,1,0,1,1,0,0,0,0
C0116,28,000,00000,ANDHRA PRADESH,015043, Odia,344569,175376,169193,256261,127901,128360,88308,47475,40833
C0116,28,000,00000,ANDHRA PRADESH,015055, Relli,12153,5965,6188,4351,2162,2189,7802,3803,3999
C0116,28,000,00000,ANDHRA PRADESH,015999,15 Others,4736,2312,2424,3019,1493,1526,1717,819,898
C0116,28,000,00000,ANDHRA PRADESH,016000,16 PUNJABI ,24413,12941,11472,1901,1046,855,22512,11895,10617
C0116,28,000,00000,ANDHRA PRADESH,016002, Bagri,9,4,5,2,1,1,7,3,4
C0116,28,000,00000,ANDHRA PRADESH,016038, Punjabi,24379,12925,11454,1876,1034,842,22503,11891,10612
C0116,28,000,00000,ANDHRA PRADESH,016999,16 Others,25,12,13,23,11,12,2,1,1
C0116,28,000,00000,ANDHRA PRADESH,017000,17 SANSKRIT ,493,277,216,59,33,26,434,244,190
C0116,28,000,00000,ANDHRA PRADESH,017002, Sanskrit,493,277,216,59,33,26,434,244,190
C0116,28,000,00000,ANDHRA PRADESH,018000,18 SANTALI ,226,120,106,32,21,11,194,99,95
C0116,28,000,00000,ANDHRA PRADESH,018011, Mahili,1,1,0,0,0,0,1,1,0
C0116,28,000,00000,ANDHRA PRADESH,018040, Santali,219,115,104,32,21,11,187,94,93
C0116,28,000,00000,ANDHRA PRADESH,018999,18 Others,6,4,2,0,0,0,6,4,2
C0116,28,000,00000,ANDHRA PRADESH,019000,19 SINDHI,11299,5651,5648,188,96,92,11111,5555,5556
C0116,28,000,00000,ANDHRA PRADESH,019008, Kachchhi,989,475,514,35,16,19,954,459,495
C0116,28,000,00000,ANDHRA PRADESH,019014, Sindhi,10304,5173,5131,153,80,73,10151,5093,5058
C0116,28,000,00000,ANDHRA PRADESH,019999,19 Others,6,3,3,0,0,0,6,3,3
C0116,28,000,00000,ANDHRA PRADESH,020000,20 TAMIL ,713848,357579,356269,388188,193850,194338,325660,163729,161931
C0116,28,000,00000,ANDHRA PRADESH,020006, Irula/Irular Mozhi,1,1,0,0,0,0,1,1,0
C0116,28,000,00000,ANDHRA PRADESH,020009, Kaikadi,143,70,73,122,59,63,21,11,10
C0116,28,000,00000,ANDHRA PRADESH,020015, Korava,273,138,135,263,133,130,10,5,5
C0116,28,000,00000,ANDHRA PRADESH,020027, Tamil,625546,313271,312275,318459,158772,159687,307087,154499,152588
C0116,28,000,00000,ANDHRA PRADESH,020029, Yerukala/Yerukula,57595,28800,28795,39450,19790,19660,18145,9010,9135
C0116,28,000,00000,ANDHRA PRADESH,020999,20 Others,30290,15299,14991,29894,15096,14798,396,203,193
C0116,28,000,00000,ANDHRA PRADESH,021000,21 TELUGU ,70667780,35385456,35282324,49350893,24716157,24634736,21316887,10669299,10647588
C0116,28,000,00000,ANDHRA PRADESH,021046, Telugu,70662838,35382930,35279908,49347283,24714317,24632966,21315555,10668613,10646942
C0116,28,000,00000,ANDHRA PRADESH,021048, Vadari,635,327,308,507,261,246,128,66,62
C0116,28,000,00000,ANDHRA PRADESH,021999,21 Others,4307,2199,2108,3103,1579,1524,1204,620,584
C0116,28,000,00000,ANDHRA PRADESH,022000,22 URDU,7505623,3798603,3707020,2506042,1258234,1247808,4999581,2540369,2459212
C0116,28,000,00000,ANDHRA PRADESH,022015, Urdu,7504151,3797864,3706287,2505252,1257845,1247407,4998899,2540019,2458880
C0116,28,000,00000,ANDHRA PRADESH,022999,22 Others,1472,739,733,790,389,401,682,350,332
C0116,28,000,00000,ANDHRA PRADESH,023000,23 ADI ,50,31,19,5,3,2,45,28,17
C0116,28,000,00000,ANDHRA PRADESH,023003, Adi,37,23,14,5,3,2,32,20,12
C0116,28,000,00000,ANDHRA PRADESH,023040, Talgalo,1,0,1,0,0,0,1,0,1
C0116,28,000,00000,ANDHRA PRADESH,023999,23 Others,12,8,4,0,0,0,12,8,4
C0116,28,000,00000,ANDHRA PRADESH,024000,24 AFGHANI/KABULI/PASHTO ,15,13,2,1,1,0,14,12,2
C0116,28,000,00000,ANDHRA PRADESH,024001, Afghani/Kabuli/Pashto,11,9,2,1,1,0,10,8,2
C0116,28,000,00000,ANDHRA PRADESH,024999,24 Others,4,4,0,0,0,0,4,4,0
C0116,28,000,00000,ANDHRA PRADESH,025000,25 ANAL ,2,1,1,0,0,0,2,1,1
C0116,28,000,00000,ANDHRA PRADESH,025001, Anal,2,1,1,0,0,0,2,1,1
C0116,28,000,00000,ANDHRA PRADESH,026000,26 ANGAMI ,19,7,12,2,0,2,17,7,10
C0116,28,000,00000,ANDHRA PRADESH,026002, Angami,10,5,5,1,0,1,9,5,4
C0116,28,000,00000,ANDHRA PRADESH,026999,26 Others,9,2,7,1,0,1,8,2,6
C0116,28,000,00000,ANDHRA PRADESH,027000,27 AO ,29,16,13,0,0,0,29,16,13
C0116,28,000,00000,ANDHRA PRADESH,027001, Ao,22,14,8,0,0,0,22,14,8
C0116,28,000,00000,ANDHRA PRADESH,027003, Chungli,3,2,1,0,0,0,3,2,1
C0116,28,000,00000,ANDHRA PRADESH,027999,27 Others,4,0,4,0,0,0,4,0,4
C0116,28,000,00000,ANDHRA PRADESH,028000,28 ARABIC/ARBI ,1278,689,589,552,275,277,726,414,312
C0116,28,000,00000,ANDHRA PRADESH,028001, Arabic/Arbi,1278,689,589,552,275,277,726,414,312
C0116,28,000,00000,ANDHRA PRADESH,030000,30 BHILI/BHILODI ,5329,2628,2701,917,445,472,4412,2183,2229
C0116,28,000,00000,ANDHRA PRADESH,030002, Baori,5,2,3,4,1,3,1,1,0
C0116,28,000,00000,ANDHRA PRADESH,030003, Barel,167,91,76,167,91,76,0,0,0
C0116,28,000,00000,ANDHRA PRADESH,030011, Chodhari,4,1,3,0,0,0,4,1,3
C0116,28,000,00000,ANDHRA PRADESH,030015, Dhodia,5,3,2,0,0,0,5,3,2
C0116,28,000,00000,ANDHRA PRADESH,030035, Kokna/Kokni/Kukna,268,127,141,57,24,33,211,103,108
C0116,28,000,00000,ANDHRA PRADESH,030049, Mawchi,4,3,1,0,0,0,4,3,1
C0116,28,000,00000,ANDHRA PRADESH,030066, Paradhi,4064,2014,2050,62,33,29,4002,1981,2021
C0116,28,000,00000,ANDHRA PRADESH,030070, Rathi,4,2,2,0,0,0,4,2,2
C0116,28,000,00000,ANDHRA PRADESH,030073, Tadavi,1,0,1,1,0,1,0,0,0
C0116,28,000,00000,ANDHRA PRADESH,030078, Wagdi,28,14,14,14,7,7,14,7,7
C0116,28,000,00000,ANDHRA PRADESH,030999,30 Others,779,371,408,612,289,323,167,82,85
C0116,28,000,00000,ANDHRA PRADESH,031000,31 BHOTIA ,141,90,51,72,37,35,69,53,16
C0116,28,000,00000,ANDHRA PRADESH,031001, Bhotia,4,2,2,0,0,0,4,2,2
C0116,28,000,00000,ANDHRA PRADESH,031999,31 Others,137,88,49,72,37,35,65,51,14
C0116,28,000,00000,ANDHRA PRADESH,032000,32 BHUMIJ ,8,2,6,0,0,0,8,2,6
C0116,28,000,00000,ANDHRA PRADESH,032999,32 Others,8,2,6,0,0,0,8,2,6
C0116,28,000,00000,ANDHRA PRADESH,034000,34 CHAKHESANG ,1,0,1,0,0,0,1,0,1
C0116,28,000,00000,ANDHRA PRADESH,034001, Chakhesang,1,0,1,0,0,0,1,0,1
C0116,28,000,00000,ANDHRA PRADESH,035000,35 CHAKRU/CHOKRI ,2,2,0,0,0,0,2,2,0
C0116,28,000,00000,ANDHRA PRADESH,035001, Chakru/Chokri,2,2,0,0,0,0,2,2,0
C0116,28,000,00000,ANDHRA PRADESH,036000,36 CHANG ,4,3,1,1,1,0,3,2,1
C0116,28,000,00000,ANDHRA PRADESH,036001, Chang,4,3,1,1,1,0,3,2,1
C0116,28,000,00000,ANDHRA PRADESH,037000,37 COORGI/KODAGU ,62,32,30,9,4,5,53,28,25
C0116,28,000,00000,ANDHRA PRADESH,037001, Coorgi/Kodagu,62,32,30,9,4,5,53,28,25
C0116,28,000,00000,ANDHRA PRADESH,038000,38 DEORI ,8,3,5,2,1,1,6,2,4
C0116,28,000,00000,ANDHRA PRADESH,038001, Deori,8,3,5,2,1,1,6,2,4
C0116,28,000,00000,ANDHRA PRADESH,039000,39 DIMASA ,17,13,4,0,0,0,17,13,4
C0116,28,000,00000,ANDHRA PRADESH,039002, Dimasa,3,3,0,0,0,0,3,3,0
C0116,28,000,00000,ANDHRA PRADESH,039999,39 Others,14,10,4,0,0,0,14,10,4
C0116,28,000,00000,ANDHRA PRADESH,040000,40 ENGLISH ,13049,6622,6427,2064,1124,940,10985,5498,5487
C0116,28,000,00000,ANDHRA PRADESH,040001, English,13049,6622,6427,2064,1124,940,10985,5498,5487
C0116,28,000,00000,ANDHRA PRADESH,041000,41 GADABA ,7589,3670,3919,7531,3633,3898,58,37,21
C0116,28,000,00000,ANDHRA PRADESH,041001, Gadaba,7585,3668,3917,7531,3633,3898,54,35,19
C0116,28,000,00000,ANDHRA PRADESH,041999,41 Others,4,2,2,0,0,0,4,2,2
C0116,28,000,00000,ANDHRA PRADESH,043000,43 GARO ,151,75,76,127,61,66,24,14,10
C0116,28,000,00000,ANDHRA PRADESH,043005, Garo,28,16,12,4,2,2,24,14,10
C0116,28,000,00000,ANDHRA PRADESH,043999,43 Others,123,59,64,123,59,64,0,0,0
C0116,28,000,00000,ANDHRA PRADESH,044000,44 GONDI,214233,105999,108234,205295,101902,103393,8938,4097,4841
C0116,28,000,00000,ANDHRA PRADESH,044002, Dorli,3,1,2,3,1,2,0,0,0
C0116,28,000,00000,ANDHRA PRADESH,044007, Gondi,212263,105015,107248,204548,101515,103033,7715,3500,4215
C0116,28,000,00000,ANDHRA PRADESH,044013, Kalari,4,2,2,0,0,0,4,2,2
C0116,28,000,00000,ANDHRA PRADESH,044017, Maria/ Muria,2,1,1,0,0,0,2,1,1
C0116,28,000,00000,ANDHRA PRADESH,044999,44 Others,1961,980,981,744,386,358,1217,594,623
C0116,28,000,00000,ANDHRA PRADESH,045000,45 HALABI,7,5,2,3,3,0,4,2,2
C0116,28,000,00000,ANDHRA PRADESH,045001, Halabi,3,3,0,3,3,0,0,0,0
C0116,28,000,00000,ANDHRA PRADESH,045999,45 Others,4,2,2,0,0,0,4,2,2
C0116,28,000,00000,ANDHRA PRADESH,046000,46 HALAM ,6,3,3,0,0,0,6,3,3
C0116,28,000,00000,ANDHRA PRADESH,046003, Halam,3,2,1,0,0,0,3,2,1
C0116,28,000,00000,ANDHRA PRADESH,046999,46 Others,3,1,2,0,0,0,3,1,2
C0116,28,000,00000,ANDHRA PRADESH,047000,47 HMAR,16,8,8,0,0,0,16,8,8
C0116,28,000,00000,ANDHRA PRADESH,047001, Hmar,16,8,8,0,0,0,16,8,8
C0116,28,000,00000,ANDHRA PRADESH,048000,48 HO,15,9,6,3,1,2,12,8,4
C0116,28,000,00000,ANDHRA PRADESH,048004, Ho,15,9,6,3,1,2,12,8,4
C0116,28,000,00000,ANDHRA PRADESH,049000,49 JATAPU ,19913,9479,10434,19863,9453,10410,50,26,24
C0116,28,000,00000,ANDHRA PRADESH,049002, Jatapu,19907,9477,10430,19857,9451,10406,50,26,24
C0116,28,000,00000,ANDHRA PRADESH,049999,49 Others,6,2,4,6,2,4,0,0,0
C0116,28,000,00000,ANDHRA PRADESH,051000,51 KABUI ,33,8,25,4,1,3,29,7,22
C0116,28,000,00000,ANDHRA PRADESH,051003, Kabui,3,1,2,1,1,0,2,0,2
C0116,28,000,00000,ANDHRA PRADESH,051005, Rongmei,30,7,23,3,0,3,27,7,20
C0116,28,000,00000,ANDHRA PRADESH,053000,53 KHANDESHI,9,6,3,6,4,2,3,2,1
C0116,28,000,00000,ANDHRA PRADESH,053002, Ahirani,1,1,0,0,0,0,1,1,0
C0116,28,000,00000,ANDHRA PRADESH,053005, Gujari,8,5,3,6,4,2,2,1,1
C0116,28,000,00000,ANDHRA PRADESH,054000,54 KHARIA ,77,35,42,10,3,7,67,32,35
C0116,28,000,00000,ANDHRA PRADESH,054005, Kharia,77,35,42,10,3,7,67,32,35
C0116,28,000,00000,ANDHRA PRADESH,055000,55 KHASI ,31,18,13,3,3,0,28,15,13
C0116,28,000,00000,ANDHRA PRADESH,055007, Khasi,26,14,12,2,2,0,24,12,12
C0116,28,000,00000,ANDHRA PRADESH,055009, Lyngngam,2,2,0,1,1,0,1,1,0
C0116,28,000,00000,ANDHRA PRADESH,055012, Pnar/Synteng,3,2,1,0,0,0,3,2,1
C0116,28,000,00000,ANDHRA PRADESH,056000,56 KHEZHA ,7,4,3,1,1,0,6,3,3
C0116,28,000,00000,ANDHRA PRADESH,056003, Khezha,1,0,1,0,0,0,1,0,1
C0116,28,000,00000,ANDHRA PRADESH,056999,56 Others ,6,4,2,1,1,0,5,3,2
C0116,28,000,00000,ANDHRA PRADESH,058000,58 KHOND/KONDH ,39564,18974,20590,39459,18914,20545,105,60,45
C0116,28,000,00000,ANDHRA PRADESH,058001, Khond/Kondh,2235,1135,1100,2181,1102,1079,54,33,21
C0116,28,000,00000,ANDHRA PRADESH,058006, Kuvi,37329,17839,19490,37278,17812,19466,51,27,24
C0116,28,000,00000,ANDHRA PRADESH,059000,59 KINNAURI ,12,5,7,1,1,0,11,4,7
C0116,28,000,00000,ANDHRA PRADESH,059999,59 Others,12,5,7,1,1,0,11,4,7
C0116,28,000,00000,ANDHRA PRADESH,061000,61 KOCH ,11,6,5,1,1,0,10,5,5
C0116,28,000,00000,ANDHRA PRADESH,061002, Koch,11,6,5,1,1,0,10,5,5
C0116,28,000,00000,ANDHRA PRADESH,062000,62 KODA/KORA ,78,39,39,75,39,36,3,0,3
C0116,28,000,00000,ANDHRA PRADESH,062003, Koda/Kora,78,39,39,75,39,36,3,0,3
C0116,28,000,00000,ANDHRA PRADESH,063000,63 KOLAMI ,39120,19624,19496,38530,19248,19282,590,376,214
C0116,28,000,00000,ANDHRA PRADESH,063001, Kolami,39120,19624,19496,38530,19248,19282,590,376,214
C0116,28,000,00000,ANDHRA PRADESH,064000,64 KOM,7,1,6,4,0,4,3,1,2
C0116,28,000,00000,ANDHRA PRADESH,064001, Kom,7,1,6,4,0,4,3,1,2
C0116,28,000,00000,ANDHRA PRADESH,065000,65 KONDA,58115,28748,29367,56920,27790,29130,1195,958,237
C0116,28,000,00000,ANDHRA PRADESH,065002, Kodu,31954,15768,16186,30876,14895,15981,1078,873,205
C0116,28,000,00000,ANDHRA PRADESH,065003, Konda,24714,12228,12486,24610,12154,12456,104,74,30
C0116,28,000,00000,ANDHRA PRADESH,065999,65 Others ,1447,752,695,1434,741,693,13,11,2
C0116,28,000,00000,ANDHRA PRADESH,066000,66 KONYAK ,6,1,5,0,0,0,6,1,5
C0116,28,000,00000,ANDHRA PRADESH,066001, Konyak,6,1,5,0,0,0,6,1,5
C0116,28,000,00000,ANDHRA PRADESH,067000,67 KORKU ,3,3,0,0,0,0,3,3,0
C0116,28,000,00000,ANDHRA PRADESH,067001, Korku,1,1,0,0,0,0,1,1,0
C0116,28,000,00000,ANDHRA PRADESH,067999,67 Others ,2,2,0,0,0,0,2,2,0
C0116,28,000,00000,ANDHRA PRADESH,068000,68 KORWA ,22,11,11,17,8,9,5,3,2
C0116,28,000,00000,ANDHRA PRADESH,068999,68 Others ,22,11,11,17,8,9,5,3,2
C0116,28,000,00000,ANDHRA PRADESH,069000,69 KOYA ,262560,127946,134614,258154,125783,132371,4406,2163,2243
C0116,28,000,00000,ANDHRA PRADESH,069002, Koya,262560,127946,134614,258154,125783,132371,4406,2163,2243
C0116,28,000,00000,ANDHRA PRADESH,070000,70 KUI ,1549,727,822,1525,718,807,24,9,15
C0116,28,000,00000,ANDHRA PRADESH,070001, Kui,1549,727,822,1525,718,807,24,9,15
C0116,28,000,00000,ANDHRA PRADESH,071000,71 KUKI,79,47,32,13,7,6,66,40,26
C0116,28,000,00000,ANDHRA PRADESH,071008, Kuki,79,47,32,13,7,6,66,40,26
C0116,28,000,00000,ANDHRA PRADESH,072000,72 KURUKH/ORAON ,66,32,34,9,4,5,57,28,29
C0116,28,000,00000,ANDHRA PRADESH,072024, Kurukh/Oraon,66,32,34,9,4,5,57,28,29
C0116,28,000,00000,ANDHRA PRADESH,073000,73 LADAKHI ,5,3,2,3,1,2,2,2,0
C0116,28,000,00000,ANDHRA PRADESH,073003, Ladakhi,5,3,2,3,1,2,2,2,0
C0116,28,000,00000,ANDHRA PRADESH,074000,74 LAHAULI ,2,1,1,0,0,0,2,1,1
C0116,28,000,00000,ANDHRA PRADESH,074999,74 Others ,2,1,1,0,0,0,2,1,1
C0116,28,000,00000,ANDHRA PRADESH,075000,75 LAHNDA ,6007,2996,3011,5972,2975,2997,35,21,14
C0116,28,000,00000,ANDHRA PRADESH,075006, Hindi Multani,5997,2989,3008,5972,2975,2997,25,14,11
C0116,28,000,00000,ANDHRA PRADESH,075999,75 Others ,10,7,3,0,0,0,10,7,3
C0116,28,000,00000,ANDHRA PRADESH,076000,76 LAKHER,17,13,4,6,3,3,11,10,1
C0116,28,000,00000,ANDHRA PRADESH,076002, Mara,17,13,4,6,3,3,11,10,1
C0116,28,000,00000,ANDHRA PRADESH,078000,78 LEPCHA ,3,2,1,0,0,0,3,2,1
C0116,28,000,00000,ANDHRA PRADESH,078001, Lepcha,3,2,1,0,0,0,3,2,1
C0116,28,000,00000,ANDHRA PRADESH,079000,79 LIANGMEI ,8,3,5,1,1,0,7,2,5
C0116,28,000,00000,ANDHRA PRADESH,079002, Liangmei,1,1,0,1,1,0,0,0,0
C0116,28,000,00000,ANDHRA PRADESH,079999,79 Others ,7,2,5,0,0,0,7,2,5
C0116,28,000,00000,ANDHRA PRADESH,080000,80 LIMBU ,2,1,1,2,1,1,0,0,0
C0116,28,000,00000,ANDHRA PRADESH,080999,80 Others ,2,1,1,2,1,1,0,0,0
C0116,28,000,00000,ANDHRA PRADESH,081000,81 LOTHA ,18,9,9,0,0,0,18,9,9
C0116,28,000,00000,ANDHRA PRADESH,081001, Lotha,18,9,9,0,0,0,18,9,9
C0116,28,000,00000,ANDHRA PRADESH,082000,82 LUSHAI/MIZO ,274,168,106,25,14,11,249,154,95
C0116,28,000,00000,ANDHRA PRADESH,082005, Lushai/Mizo,274,168,106,25,14,11,249,154,95
C0116,28,000,00000,ANDHRA PRADESH,083000,83 MALTO ,8,5,3,4,2,2,4,3,1
C0116,28,000,00000,ANDHRA PRADESH,083002, Pahariya,7,5,2,3,2,1,4,3,1
C0116,28,000,00000,ANDHRA PRADESH,083999,83 Others,1,0,1,1,0,1,0,0,0
C0116,28,000,00000,ANDHRA PRADESH,084000,84 MAO,10,5,5,0,0,0,10,5,5
C0116,28,000,00000,ANDHRA PRADESH,084001, Mao,6,3,3,0,0,0,6,3,3
C0116,28,000,00000,ANDHRA PRADESH,084999,84 Others ,4,2,2,0,0,0,4,2,2
C0116,28,000,00000,ANDHRA PRADESH,085000,85 MARAM,1,0,1,0,0,0,1,0,1
C0116,28,000,00000,ANDHRA PRADESH,085001, Maram ,1,0,1,0,0,0,1,0,1
C0116,28,000,00000,ANDHRA PRADESH,088000,88 MISHMI ,1,0,1,0,0,0,1,0,1
C0116,28,000,00000,ANDHRA PRADESH,088007, Mishmi,1,0,1,0,0,0,1,0,1
C0116,28,000,00000,ANDHRA PRADESH,089000,89 MOGH ,2,1,1,0,0,0,2,1,1
C0116,28,000,00000,ANDHRA PRADESH,089004, Mogh,2,1,1,0,0,0,2,1,1
C0116,28,000,00000,ANDHRA PRADESH,090000,90 MONPA ,6,4,2,0,0,0,6,4,2
C0116,28,000,00000,ANDHRA PRADESH,090003, Monpa,6,4,2,0,0,0,6,4,2
C0116,28,000,00000,ANDHRA PRADESH,091000,91 MUNDA,58,26,32,8,3,5,50,23,27
C0116,28,000,00000,ANDHRA PRADESH,091006, Kol,6,2,4,5,2,3,1,0,1
C0116,28,000,00000,ANDHRA PRADESH,091009, Munda,42,19,23,3,1,2,39,18,21
C0116,28,000,00000,ANDHRA PRADESH,091999,91 Others ,10,5,5,0,0,0,10,5,5
C0116,28,000,00000,ANDHRA PRADESH,092000,92 MUNDARI ,47,32,15,6,4,2,41,28,13
C0116,28,000,00000,ANDHRA PRADESH,092005, Mundari,47,32,15,6,4,2,41,28,13
C0116,28,000,00000,ANDHRA PRADESH,093000,93 NICOBARESE ,5,4,1,0,0,0,5,4,1
C0116,28,000,00000,ANDHRA PRADESH,093001, Nicobarese,5,4,1,0,0,0,5,4,1
C0116,28,000,00000,ANDHRA PRADESH,094000,94 NISSI/DAFLA ,15,7,8,8,5,3,7,2,5
C0116,28,000,00000,ANDHRA PRADESH,094001, Apatani,3,0,3,0,0,0,3,0,3
C0116,28,000,00000,ANDHRA PRADESH,094007, Nissi/Dafla,9,6,3,8,5,3,1,1,0
C0116,28,000,00000,ANDHRA PRADESH,094008, Tagin,1,0,1,0,0,0,1,0,1
C0116,28,000,00000,ANDHRA PRADESH,094999,94 Others ,2,1,1,0,0,0,2,1,1
C0116,28,000,00000,ANDHRA PRADESH,096000,96 PAITE,22,11,11,0,0,0,22,11,11
C0116,28,000,00000,ANDHRA PRADESH,096002, Paite,22,11,11,0,0,0,22,11,11
C0116,28,000,00000,ANDHRA PRADESH,097000,97 PARJI ,395,206,189,379,190,189,16,16,0
C0116,28,000,00000,ANDHRA PRADESH,097001, Dhurwa,6,4,2,6,4,2,0,0,0
C0116,28,000,00000,ANDHRA PRADESH,097999,97 Others ,389,202,187,373,186,187,16,16,0
C0116,28,000,00000,ANDHRA PRADESH,100000,100 PHOM ,3,0,3,0,0,0,3,0,3
C0116,28,000,00000,ANDHRA PRADESH,100001, Phom,3,0,3,0,0,0,3,0,3
C0116,28,000,00000,ANDHRA PRADESH,101000,101 POCHURY,4,2,2,0,0,0,4,2,2
C0116,28,000,00000,ANDHRA PRADESH,101006, Pochury,4,2,2,0,0,0,4,2,2
C0116,28,000,00000,ANDHRA PRADESH,102000,102 RABHA ,1,1,0,1,1,0,0,0,0
C0116,28,000,00000,ANDHRA PRADESH,102002, Rabha,1,1,0,1,1,0,0,0,0
C0116,28,000,00000,ANDHRA PRADESH,104000,104 RENGMA ,5,2,3,1,0,1,4,2,2
C0116,28,000,00000,ANDHRA PRADESH,104001, Rengma,5,2,3,1,0,1,4,2,2
C0116,28,000,00000,ANDHRA PRADESH,106000,106 SAVARA,74605,36777,37828,73659,36245,37414,946,532,414
C0116,28,000,00000,ANDHRA PRADESH,106004, Savara,74605,36777,37828,73659,36245,37414,946,532,414
C0116,28,000,00000,ANDHRA PRADESH,107000,107 SEMA,11,5,6,2,0,2,9,5,4
C0116,28,000,00000,ANDHRA PRADESH,107002, Sema,11,5,6,2,0,2,9,5,4
C0116,28,000,00000,ANDHRA PRADESH,108000,108 SHERPA ,19,14,5,0,0,0,19,14,5
C0116,28,000,00000,ANDHRA PRADESH,108001, Sherpa,19,14,5,0,0,0,19,14,5
C0116,28,000,00000,ANDHRA PRADESH,111000,111 TAMANG ,1,1,0,0,0,0,1,1,0
C0116,28,000,00000,ANDHRA PRADESH,111001, Tamang,1,1,0,0,0,0,1,1,0
C0116,28,000,00000,ANDHRA PRADESH,112000,112 TANGKHUL ,8,5,3,0,0,0,8,5,3
C0116,28,000,00000,ANDHRA PRADESH,112008, Tangkhul,8,5,3,0,0,0,8,5,3
C0116,28,000,00000,ANDHRA PRADESH,113000,113 TANGSA,3,0,3,0,0,0,3,0,3
C0116,28,000,00000,ANDHRA PRADESH,113999,113 Others,3,0,3,0,0,0,3,0,3
C0116,28,000,00000,ANDHRA PRADESH,114000,114 THADO ,361,194,167,320,173,147,41,21,20
C0116,28,000,00000,ANDHRA PRADESH,114015, Thado,354,190,164,320,173,147,34,17,17
C0116,28,000,00000,ANDHRA PRADESH,114999,114 Others,7,4,3,0,0,0,7,4,3
C0116,28,000,00000,ANDHRA PRADESH,115000,115 TIBETAN ,32,17,15,16,12,4,16,5,11
C0116,28,000,00000,ANDHRA PRADESH,115008, Tibetan,19,8,11,9,8,1,10,0,10
C0116,28,000,00000,ANDHRA PRADESH,115011, Purkhi,1,1,0,0,0,0,1,1,0
C0116,28,000,00000,ANDHRA PRADESH,115999,115 Others,12,8,4,7,4,3,5,4,1
